400670550	2014-08-21T17:34:07.36-06:00	10447	URSA OPERATING COMPANY LLC	602 SAWYER STREET #710	HOUSTON	TX	77007	970	6259922	Kris Rowe	2014-08-21T17:34:07.36-06:00	rbleil@ursaresources.com	400670550	OTHER	GARFIELD	Y	NON-CROP LAND	Cloudy, warm (~85F)	At the Monument Ridge/Watson Ranch receiving station, tanks overfilled due to malfunctioned high water alarms. During the night of 8/18/14, fluids dumps on the Monument Ridge pad directed produced water to the Monument Ridge/Watson Ranch receiving station. During the initial investigation in the early morning of 8/19/14, it was determined that high water alarms at the receiving station malfunctioned and allowed the tanks to overfill. Produced water overfilled the lined secondary containment and impacted soils on site, as well as approximately 30ft off the location to the west/northwest. Upon discovery, the wells on Monument Ridge were shut in and vac trucks were dispatched to the location to begin recovering the liquids. It is estimated that 200 bbls was captured and recovered within the secondary containment, 56 bbls impacted soils on the Monument Ridge/Watson Ranch receiving station, and 1.6 bbls impacted soils off site. Attached is a map depiciting the site and impacted area.	2014-08-16T00:00:00-06:00	39.430287	-108.011677	256.7 bbls
400667392	2014-08-21T15:06:41.627-06:00	66561	OXY USA INC	PO BOX 27757	HOUSTON	TX	77227	713	350-4659	Blair Rollins	2014-08-21T15:06:41.627-06:00	toby_hoffman@oxy.com	400667392	WELL	HUERFANO	Y	NON-CROP LAND	Partly cloudy	A truck with a load of drill cuttings contained in a bin lined with plastic was unloading the material onto another truck near the Oxy Sheep Mountain field office.  The bin was lifted from the truck by the use of a hydraulic lift.  While raising the bin, the cuttings fell over the back of the bin and onto the ground.  The cuttings were cleaned up and placed back into the bin which was hauled offsite for disposal at a commercial approved offsite disposal facility.  Confirmation samples of cleanup will be collected and analyzed for COGCC Table 910-1 standards.	2014-08-13T00:00:00-06:00	37.714622	-105.236527	Oil based drill cuttings
400668982	2014-08-21T09:50:07.077-06:00	10471	ARP PRODUCTION COMPANY LLC	1000 COMMERCE DRIVE - 4TH FL	PITTSBURGH	PA	15275	575	445-6706	Randy Madison	2014-08-21T09:50:07.077-06:00	rmadison@atlasenergy.com	400668982	WELL	LAS ANIMAS	Y	NON-CROP LAND	Clear and Sunny	The Rig workover crew was tripping out of hole with a wet string with a plunger pump.  This was being done to replace the pump.  They were able to catch 7 barrels and spilled 3 barrels.  It hit the ground and evaporated and dissipated into the ground before any could be recovered.  There is a stock tank under the rig floor.  The 3 barrels is what splashed out of the tank.	2014-08-19T00:00:00-06:00	37.008755	-104.771740	3 Barrels of Produced Water
400668085	2014-08-20T20:52:00.25-06:00	100322	NOBLE ENERGY INC	1625 BROADWAY STE 2200	DENVER	CO	80202	303	228-4000	Asher Weinberg	2014-08-20T20:52:00.25-06:00	aweinberg@nobleenergyinc.com	400668085	TANK BATTERY	WELD	Y	NON-CROP LAND	Sunny, Dry	A water dump malfunction caused an oil tank to overflow. Approximately 2 bbls of oil overflowed into the berm. Excavation activities to remove impacted soil indicate shallow groundwater is impacted. Site investigation ongoing.	2014-08-19T00:00:00-06:00	40.415350	-104.801104	
400668731	2014-08-20T11:52:38.64-06:00	16700	CHEVRON USA INC	6001 BOLLINGER CANYON RD	SAN RAMON	CA	94583	970	675 - 3814	Ross Alire	2014-08-20T11:52:38.64-06:00	vali@chevron.com	400668731	FLOWLINE	RIO BLANCO	Y	NON-CROP LAND	60 F	Tuesday (08-19-2014) at approximately 0907  a leak occurred on a 3Steel coated Injection line 40 feet South of Injection well  Mclaughlin AC 22 . (40.1375000, 108.925833).  Approximately Appox 25 BBLs of produced water was released. The lateral valve was shut in immediately upon detection.  Vacuum truck recovered an estimated 20 BBLs. Affected area has been water flushed and soil samples will be taken.	2014-08-19T00:00:00-06:00	40.137500	-108.925833	25.5 BBLS Produced Water
400667403	2014-08-20T10:01:30.39-06:00	4680	DCP MIDSTREAM LP	370 17TH STREET - SUITE 2500	DENVER	CO	80202	970	378-6389	Branden Hayes	2014-08-20T10:01:30.39-06:00	bshayes@dcpmidstream.com	400667403	OTHER	WELD	N	OTHER	Warm, clear	On August 16th, 2014 a seal failed on the lube oil pump causing an oil leak to occur at DCP Midstream's SLW Compressor Station. The leak was contained inside the secondary containment, with all 11 barrels of oil being contained. Operations blocked off the lube oil pump, and repaired the leaking seal. Remediation activities are currently underway.	2014-08-14T00:00:00-06:00	40.428586	-104.484939	
400667381	2014-08-19T11:07:20.25-06:00	100264	XTO ENERGY INC	382 CR 3100	AZTEC	NM	87410	505	333-3100	Logan Hixon	2014-08-19T11:07:20.25-06:00	logan_hixon@xtoenergy.com	400667381	WELL PAD	LA PLATA	Y	NON-CROP LAND	Overcast, Breeze	"At approximately 1430 a produced water (Fruitland Coal Production) release was discovered at the well site. The tank was isolated and it was discovered that the furthest west produced water storage tank bottom had failed allowing approximately 225 bpw to be released at the tank battery inside a steel containment with a liner that is up the side walls approx. 4"". Approx. 50 bpw of the approx. 225 bpw released was recovered from the tank containment. The operator went below where the release was flowing and built containments. The spill travelled approx. 378' from start to finish on the pad where it continued to the extent of approx. 15' on to the fill slope. At the widest point of the release on the location the width was approx. 45' near the tank containment. Where the release ran down the fill slope was approx. 6-10"" wide. The saturation was approx. 10"" bgs."	2014-08-18T00:00:00-06:00	37.201400	-107.664400	
400666816	2014-08-18T16:01:02.203-06:00	100185	ENCANA OIL & GAS (USA) INC	370 17TH ST  STE 1700	DENVER	CO	80202-5632	303	774-3980	Blake Ford	2014-08-18T16:01:02.203-06:00	blake.ford@encana.com	400666816	TANK BATTERY	WELD	N	CROP LAND	Cloudy, low 90s	On August 17th, at approximately 3:30 PM, the lease operator at Encana's Peppler Farms NWNE Battery was draining water off the bottom of the tanks into the water pits but forgot to close the valves before he left. While he was at the next site the automated emergency shutdown (ESD) alerted him of the issue. He rushed back to the site, but not before the water pits had overflowed into the lined secondary containment. He immediately shut in the wells, called a vacuum truck, and alerted on-call.	2014-08-17T00:00:00-06:00	40.261820	-105.006770	
400666271	2014-08-18T13:30:02.593-06:00	96850	WPX ENERGY ROCKY MOUNTAIN LLC	1001 17TH STREET - SUITE #1200	DENVER	CO	80202	970	6832295	Karolina Blaney	2014-08-18T13:30:02.593-06:00	karolina.blaney@wpxenergy.com	400666271	WELL PAD	GARFIELD	Y	NON-CROP LAND	warm, dry, sunny	The spill was caused by a buried produced water line failure. Discovery of the release occurred when produced water from the pipeline migrated to the surface at the Clough 18 well pad. The vast majority of the released fluid was contained within the pad perimeter, though  some fluid left the location and approximately 0.5 bbl impacted an adjacent dry drainage; there is currently no water flowing in the drainage.  30 bbls of produced water was recovered from the pad with a vac truck. The impacted areas on and off the pad were field screened for hydrocarbons. Field screening results indicated contaminant levels below the COGCC 910-1 standard of 500 ppm for TPH in soil. Confirmation samples were collected and submitted for analysis of the full Table 910-1 analytical suite. Further remedial actions, if warranted,  will be based on these results.	2014-08-16T00:00:00-06:00	39.537995	-107.860450	
400662511	2014-08-15T10:58:32.953-06:00	47120	KERR MCGEE OIL & GAS ONSHORE LP	P O BOX 173779	DENVER	CO	80217-3779	970	336-3500	Phil Hamlin	2014-08-15T10:58:32.953-06:00	phil.hamlin@anadarko.com	400662511	TANK BATTERY	WELD	Y	NON-CROP LAND	80's, Sunny	On August 11, 2014, a historical release was discovered during the replacement of a produced water sump at the Wardell H 18-8 production facility. Approximately 150 cubic yards of impacted soil were excavated and transported to the Buffalo Ridge Landfill in Keenesburg, Colorado for disposal. Soil samples were collected from the final extent of the excavation and submitted to eAnalytics Laboratory in Loveland, Colorado for laboratory analysis of benzene, toluene, ethylbenzene, total xylenes (BTEX) and TPH - gasoline range organics (GRO) by EPA Method 8260B, and TPH - diesel range organics (DRO) and oil range organics (ORO) by EPA Method 8015. Analytical results indicate that the horizontal extent of the residual hydrocarbon plume has been delineated and removed. Analytical results from the soil sample collected from the base of the excavation confirm the presence of residual hydrocarbon impacts. Remedial strategies to address these remaining impacts are currently being reviewed.	2014-08-11T00:00:00-06:00	40.227240	-104.699380	
400665236	2014-08-15T10:15:36.5-06:00	100322	NOBLE ENERGY INC	1625 BROADWAY STE 2200	DENVER	CO	80202	303	228-4000	Asher Weinberg	2014-08-15T10:15:36.5-06:00	aweinberg@nobleenergyinc.com	400665236	FLOWLINE	WELD	Y	OTHER	Sunny, Dry	A mixture of condensate and produced water surfaced between the well heads and tank battery indicating a flowline leak had occured.  The line was shut in and excavated to determine the source of the release. Impacted soil was removed and the line was repaired. Impacted groundwater was encountered during excavation activities.  Site investigation ongoing.	2014-08-15T00:00:00-06:00	40.357120	-104.708280	
400663611	2014-08-13T18:09:59.36-06:00	100185	ENCANA OIL & GAS (USA) INC	370 17TH ST  STE 1700	DENVER	CO	80202-5632	970	285.2739	Brett  Middleton	2014-08-13T18:09:59.36-06:00	brett.middleton@encana.com	400663611	WATER GATHERING SYSTEM/LINE	GARFIELD	Y	NON-CROP LAND	clear	A valve washed out on a water line creating a 3/16 hole the leaked into a valve can spilling produced water. The waterline was shut down and isolated and fluid was recovered from the vault and pipeline	2014-08-12T00:00:00-06:00	39.403900	-108.099160	
400663452	2014-08-13T15:32:16.327-06:00	100322	NOBLE ENERGY INC	1625 BROADWAY STE 2200	DENVER	CO	80202	303	228 4000	Asher Weinberg	2014-08-13T15:32:16.327-06:00	aweinberg@nobleenergyinc.com	400663452	WELL	WELD	N	NON-CROP LAND	Dry, Sunny	While working in cellar area, a contractor accidentally damaged a casing valve releasing 15 bbls of drilling fluids.	2014-08-09T00:00:00-06:00	40.327840	-104.791010	
400662676	2014-08-13T14:48:27.983-06:00	100185	ENCANA OIL & GAS (USA) INC	370 17TH ST  STE 1700	DENVER	CO	80202-5632	303	774-3980	Blake Ford	2014-08-13T14:48:27.983-06:00	blake.ford@encana.com	400662676	FLOWLINE	BOULDER	Y	CROP LAND	Clear	During a routine site visit the lease operator discovered water bubbling to the surface on the edge of the production facility pad. All the wells were immediately shut-in so that personnel could determine the source. The cause and the quantity of the release are still under investigation.	2014-08-11T00:00:00-06:00	40.114530	-105.100390	
400663252	2014-08-13T14:38:20.827-06:00	100322	NOBLE ENERGY INC	1625 BROADWAY STE 2200	DENVER	CO	80202	303	228 4000	Asher Weinberg	2014-08-13T14:38:20.827-06:00	aweinberg@nobleenergyinc.com	400663252	TANK BATTERY	WELD	N	NON-CROP LAND	Dry, Sunny	A dump valve malfunctioned causing a production tank to overflow oil into the lined secondary containment.	2014-08-10T00:00:00-06:00	40.226860	-104.626610	
400659876	2014-08-12T13:30:51.983-06:00	10112	FOUNDATION ENERGY MANAGEMENT LLC	16000 DALLAS PARKWAY #875	DALLAS	TX	75248-6607	918	526-5592	Rachel Grant	2014-08-12T13:30:51.983-06:00	regulatory@foundationenergy.com	400659876	TANK BATTERY	GARFIELD	Y	OTHER	Cloudy, rainy	Flash flooding occurred on location on 7/30/2014 turning the production tank on its side and releasing approximately two barrels of produced water. The pit tank was overfilled by flood water and rain causing its contents (approximately 1 barrel of produced water) to overflow.	2014-07-30T00:00:00-06:00	39.400051	-109.035653	
400660964	2014-08-11T15:32:36-06:00	10091	BERRY PETROLEUM COMPANY LLC	1999 BROADWAY STE 3700	DENVER	CO	80202	303	999-4262	HEIDI BANG	2014-08-11T15:32:36-06:00	HBANG@LINNENERGY.COM	400660964	TANK BATTERY	GARFIELD	N	NON-CROP LAND	85 degree temperature	A seal failed on the E-13 production tank maintenance hatch resulting in a loss of 5 bbl of produced water within the lined containment structure.	2014-07-31T00:00:00-06:00	39.523347	-108.176572	
400660779	2014-08-11T13:24:56.767-06:00	16700	CHEVRON PRODUCTION COMPANY	100 CHEVRON RD	RANGELY	CO	81648	970	675-3705	Tammie Lee Crossen	2014-08-11T13:24:56.767-06:00	tvzf@chevron.com	400660779	WATER GATHERING SYSTEM/LINE	RIO BLANCO	Y	NON-CROP LAND	70 degrees sunny	Saturday (08-09-2014) at approximately 5:05 PM a leak occurred on a 3 cement lined injection line at Fee 94X (40.1030744, 108.843416).  Approximately 65 BBLs of produced water was released. The lateral valve was shut in immediately upon detection.  Vacuum truck recovered an estimated 45 BBLs. Affected area will be water washed and soil samples will be taken.	2014-08-09T00:00:00-06:00	40.103070	-108.843410	65 BBLs produced water
400660661	2014-08-11T11:53:50.953-06:00	100185	ENCANA OIL & GAS (USA) INC	370 17TH ST  STE 1700	DENVER	CO	80202-5632	970	285-2739	Brett Middleton	2014-08-11T11:53:50.953-06:00	brett.middleton@encana.com	400660661	OTHER	GARFIELD	Y	NON-CROP LAND	clear	A transport truck rolled over on County Road 319 puncturing the trailer spilling fluid into the ditch. I second truck was brought in to recover fluids from the leaking truck.	2014-08-10T00:00:00-06:00	39.439819	-107.746187	
400660215	2014-08-09T14:11:20.657-06:00	96850	WPX ENERGY ROCKY MOUNTAIN LLC	1001 17TH STREET - SUITE #1200	DENVER	CO	80202	970	6832295	Karolina Blaney	2014-08-09T14:11:20.657-06:00	karolina.blaney@wpxenergy.com	400660215	WELL	RIO BLANCO	Y	NON-CROP LAND	warm, dry, sunny	The RG 11-14-298 well had a kill plug fail resulting in loss of well control. The wells high pressure caused produced water and flowback fluid to mist out of the casing valve for approximately 17 hrs before the well was brought under control. The exact volume of fluids released is unknown at this time but is estimated to be between 200-240 bbls. 200 bbls of fluids was recovered with vacuum trucks. The vast majority of the released fluids was contained within the pad perimeter, though approximately 2 bbls left the location through a saturated section of the pads perimeter berm.	2014-08-08T00:00:00-06:00	39.880483	-108.366926	
400659604	2014-08-08T09:14:18.687-06:00	100322	NOBLE ENERGY INC	1625 BROADWAY STE 2200	DENVER	CO	80202	720	5872026	Jacob Evans	2014-08-08T09:14:18.687-06:00	jevans@nobleenergyinc.com	400659604	TANK BATTERY	WELD	Y	CROP LAND	Sunny 80	During removal of the water vault it was determined that a leak occurred at the base of the vault causing an unintentional release of produced water.  A third party consultant was called to assess the location.	2014-08-07T00:00:00-06:00	40.359100	-104.649100	
400659256	2014-08-07T16:45:04.64-06:00	100185	ENCANA OIL & GAS (USA) INC	370 17TH ST  STE 1700	DENVER	CO	80202-5632	970	2852739	Brett  Middleton	2014-08-07T16:45:04.64-06:00	brett.middleton@encana.com	400659256	TANK BATTERY	GARFIELD	N	NON-CROP LAND	cloudy	Tank failure into secondary containment due to corrosion. Lease operator identified spill and called for vac truck truck to empty tank.	2014-08-07T00:00:00-06:00	39.558662	-108.935334	
400659306	2014-08-07T15:48:10.077-06:00	96850	WPX ENERGY ROCKY MOUNTAIN LLC	1001 17TH STREET - SUITE #1200	DENVER	CO	80202	970	6832295	Karolina Blaney	2014-08-07T15:48:10.077-06:00	karolina.blaney@wpxenergy.com	400659306	WELL PAD	GARFIELD	Y	NON-CROP LAND	warm, cloudy	This existing well pad location was being expanded for drilling of additional wells. When the area underneath the production tanks was exposed, historical impact was discovered.  The impacted soil will be excavated when drilling and completion activities are completed.	2014-08-06T00:00:00-06:00	39.511438	-108.125794	
400659061	2014-08-07T13:30:47.64-06:00	100322	NOBLE ENERGY INC	1625 BROADWAY STE 2200	DENVER	CO	80202	720	5872026	Jacob Evans	2014-08-07T13:30:47.64-06:00	jevans@nobleenergyinc.com	400659061	TANK BATTERY	WELD	Y	NON-CROP LAND	85 Sunny	A gasket leaked on the clean out hatch of the condensate storage tank.  The tank was bottomed out and removed.  A third party environmental consultant was called to evaluate site conditions.	2014-08-06T00:00:00-06:00	40.318610	-104.621250	
400658926	2014-08-07T11:19:54.423-06:00	100322	NOBLE ENERGY INC	1625 BROADWAY STE 2200	DENVER	CO	80202	720	5872026	Jacob Evans	2014-08-07T11:19:54.423-06:00	jevans@nobleenergyinc.com	400658926	FLOWLINE	WELD	Y	NON-CROP LAND	sunny 85	The flowline between the separator and the tank battery was uncovered during maintenance operations, where impacted soil was discovered.  The production equipment was shut in prior to uncovering the lines and will remain shut in until repairs and remediation of impacted soil is completed.  A third party environmental consultant will assess this unintentional release.	2014-08-06T00:00:00-06:00	40.483763	-104.600134	
400656976	2014-08-05T12:56:45.687-06:00	29200	FAULCONER INC* VERNON E	P O BOX 7995	TYLER	TX	75711	903	581-4386	Robbie Anglin	2014-08-05T12:56:45.687-06:00	jphsigoda@vefinc.com	400656976	WELL	LA PLATA	N	OTHER	Unknown	Equipment failure/tank leak.  Replaceing steel tank and remediating soil 4ft in all direction of contact with tank.  Installing new steel tank with poly coating inside.	2014-05-14T00:00:00-06:00	37.106630	-107.853150	
400656189	2014-08-04T14:07:57-06:00	95960	WEXPRO COMPANY	P O BOX 45003	SALT LAKE CITY	UT	84145-0601	307	352-7514	Tammy Fredrickson	2014-08-04T14:07:57-06:00	Tammy.Fredrickson@Questar.com	400656189	WELL PAD	MOFFAT	N	OTHER	Sunny, hot.	Spill was contained and controlled within lined sioux containment.  Burner tube failed on water tank.  Production valve was closed and vacuum truck was used to suck up all of the produced water out of the lined sioux containment.  The containment was rinsed with a steamer and the water sucked up.	2014-08-02T00:00:00-06:00	40.939994	-108.292430	30 bbls
400655574	2014-08-02T10:43:27-06:00	96850	WPX ENERGY ROCKY MOUNTAIN LLC	1001 17TH STREET - SUITE #1200	DENVER	CO	80202	970	6932295	Karolina Blaney	2014-08-02T10:43:27-06:00	karolina.blaney@wpxenergy.com	400655574	WELL PAD	GARFIELD	Y	NON-CROP LAND	warm, dry, sunny	A buried produced water pipeline failed resulting in a produced water spill. The discovery of the spill occurred when approximately 2/3 of a barrel of produced water migrated to the surface. None of the fluids have left the pad. The impacted area will be excavated and confirmation samples, for the spill remediation, will be collected at that time.	2014-08-02T00:00:00-06:00	39.475862	-107.863391	
400654369	2014-08-01T13:47:31-06:00	66571	OXY USA WTP LP	760 HORIZON DR #101	GRAND JUNCTION	CO	81506	970	2633648	Justin Booth	2014-08-01T13:47:31-06:00	justin_booth@oxy.com	400654369	WATER GATHERING SYSTEM/LINE	GARFIELD	Y	NON-CROP LAND	Overcast, Warm	At approximately 11:30 AM, July 30th, 2014,  a release was discovered by Oxy personnel. An underground line exposed in preparation for replacement  developed a hole due to corrosion and produced water was released into the open trench. The line was isolated to stop the release.  A replacement line has been fabricated and installation started on 7/31/14.	2014-07-30T00:00:00-06:00	39.489500	-108.247558	
400655117	2014-08-01T10:47:58.673-06:00	100322	NOBLE ENERGY INC	1625 BROADWAY STE 2200	DENVER	CO	80202	720	5872026	Jacob Evans	2014-08-01T10:47:58.673-06:00	jevans@nobleenergyinc.com	400655117	TANK BATTERY	WELD	Y	CROP LAND	65 Sunny	The weld on the bottom of the condensate tank at the Hunter #1 location (API#05-123-10407) cracked unintentionally releasing an estimated 23 bbls of condensate.  The tank has been bottomed out and removed.  A third party environmental consultant has been notified to assess the location.	2014-08-01T00:00:00-06:00	40.373314	-104.529975	
400654666	2014-07-31T17:00:54.11-06:00	96155	WHITING OIL AND GAS CORPORATION	1700 BROADWAY  STE 2300	DENVER	CO	80290	432	6616647	Kyle Waggoner	2014-07-31T17:00:54.11-06:00	kyle.waggoner@whiting.com	400654666	FLOWLINE	WELD	Y	NON-CROP LAND	sunny	"Immediately adjacent to the Nelson Ranches #A7 well pad a leak was discovered along the 2"" flowline utilizing a FLIR camera.  No free liquids were present.  The impacted soils greater than Table 910 have been excavated and disposed and will be backfilled with native clean soil and the line repaired.  Due to the amount of soil overexcavated the volume lost is estimated to be ~0.5 to 3 bbls."	2014-07-30T00:00:00-06:00	40.822913	-103.888334	due to impacted soil volume volume estimated volume loss range is 0.5 to 3 bbls
